Places,Notes,Formatted address,Latitude,Longitude,Postal code,City,Country,Region,Department,Department number
Le Pigeon,,,,,,,,,,
Lednice (Morava),,"Lednice–Valtice Cultural Landscape, 691 44 Lednice, Czechia",48.8079776,16.8120501,691 44,Lednice,Czechia,Jihomoravský kraj,Břeclav,Břeclav
Leimatien (Anhwei),,"Anhui, China",30.6006773,117.9249002,,,China,Anhui,,
Leimerwitz (Schlesien),,"Ludmierzyce, Poland",50.0309802,17.9064881,48,Ludmierzyce,Poland,Opole Voivodeship,Głubczyce County,Głubczyce County
Leningrad,,"St Petersburg, Russia",59.9310584,30.3609096,,Saint Petersburg,Russia,,Санкт-Петербург,Санкт-Петербург
Leontatchai (Hopeh),,"Hebei, China",37.8956594,114.9042208,,,China,Hebei,,
Leopnim (Połock),,,,,,,,,,
Leopoldo,,,,,,,,,,
Lepel; BSSR,,"Lepiel, Belarus",54.8789852,28.7031126,,Lepiel,Belarus,Vitebsk Region,Lepel District,Lepel District
Les Soucis,,,,,,,,,,
Liberek (Čechy),,"Liberec, Czechia",50.76628,15.0543387,,Liberec,Czechia,Liberec Region,Liberec District,Liberec District
Libochovice (Čechy),,"Libochovice, Czechia",50.4062683,14.0443984,,Libochovice,Czechia,Ústí nad Labem Region,Litoměřice District,Litoměřice District
Lichten (Československo),,,,,,,,,,
Liebau (Schlesien),,"Lubawka, Poland",50.7033992,15.9996227,58,Lubawka,Poland,Lower Silesian Voivodeship,Kamienna Góra County,Kamienna Góra County
Liebstadtl (Čechy),,"512 03 Libštát, Czechia",50.5594032,15.4159373,512 03,Libštát,Czechia,Liberec Region,Semily District,Semily District
Likatseng (Kiangsu),,"Jiangsu, China",33.1401715,119.7889248,,,China,Jiangsu,,
Likiak'eou (Sienhsien),,China,35.86166,104.195397,,,China,,,
Likiatseng (Kiangsu),,"Jiangsu, China",33.1401715,119.7889248,,,China,Jiangsu,,
Lioulou (Sienhsien),,"Xian County, Cangzhou, Hebei, China",38.190185,116.122725,,Cangzhou,China,Hebei,,
"Liousinn (Kiaoho, Chine)",,China,35.86166,104.195397,,,China,,,
Lipnik nad Bečvou (Morava),,"751 31 Lipník nad Bečvou, Czechia",49.526732,17.5866433,751 31,Lipník nad Bečvou,Czechia,Olomouc Region,Přerov District,Přerov District
Líšnice (Čechy),,"252 10 Líšnice, Czechia",49.8887841,14.3189679,252 10,Líšnice,Czechia,Central Bohemian Region,Prague-West District,Prague-West District
Litcheets'uenn (Hopeh),,"Hebei, China",37.8956594,114.9042208,,,China,Hebei,,
Litenčice (Morava),,"768 13 Litenčice, Czechia",49.2022025,17.2084244,768 13,Litenčice,Czechia,Zlin Region,Kroměříž District,Kroměříž District
Litomyšl (Čechy),,"Jiráskova 93, 570 01 Litomyšl, Czechia",49.8727126,16.3136578,570 01,Litomyšl,Czechia,Pardubický kraj,Svitavy,Svitavy
Lituania,,Lithuania,55.169438,23.881275,,,Lithuania,,,
Liuan (Anhwei),,"Lu'an, Anhui, China",31.734476,116.521442,,Lu'an,China,Anhui,,
Liutcheou (Chine),,"Liuzhou, Guangxi, China",24.326292,109.428608,,Liuzhou,China,Guangxi,,
Liza (RSFSR),,,,,,,,,,
Lokaipang (Kiangus),,"Kaiping, Jiangmen, Guangdong Province, China",22.376395,112.698545,,Jiangmen,China,Guangdong Province,,
Longon,,,,,,,,,,
Lougan (Anhwei),,"Anhui, China",30.6006773,117.9249002,,,China,Anhui,,
Louka za Velkou Blatnicí (Morava),,"696 76 Louka, Czechia",48.9151657,17.4892816,696 76,Louka,Czechia,South Moravian Region,Hodonín District,Hodonín District
Loukhia Tchoang (Hopeh),,"Hebei, China",37.8956594,114.9042208,,,China,Hebei,,
Loungan (Chine),,China,35.86166,104.195397,,,China,,,
Loutchoang (Kinghsien),,China,35.86166,104.195397,,,China,,,
Lozomin (čechy),,,,,,,,,,
Lucavice (Cechy),,"561 51 Lukavice, Czechia",50.0602864,16.4820769,561 51,Lukavice,Czechia,Pardubice Region,Ústí nad Orlicí District,Ústí nad Orlicí District
Lucquarrier (B-Pyrénées),,,,,,,,,,
Lucyn (Wítebsk),,"Viciebsk, Belarus",55.1926809,30.206359,,Viciebsk,Belarus,Vitebsk Region,Vitsebsk District,Vitsebsk District
Ludkovice pr Uh.Brod (Morava),,"763 41 Ludkovice, Czechia",49.1147357,17.7266196,763 41,Ludkovice,Czechia,Zlin Region,Zlín District,Zlín District
Lugivigswunsch (Schlesien),,,,,,,,,,
Lugrón (España),,,,,,,,,,
Luhoa (Kiangsu),,"Jiangsu, China",33.1401715,119.7889248,,,China,Jiangsu,,
Luystein (B-Rhin),,,,,,,,,,
Luže (Čechy),,"538 54 Luže, Czechia",49.893413,16.028504,538 54,Luže,Czechia,Pardubice Region,Chrudim District,Chrudim District
Lynon ,,,,,,,,,,
Lysá (Čechy),,"289 22 Lysá nad Labem, Czechia",50.2014324,14.8328189,289 22,Lysá nad Labem,Czechia,Central Bohemian Region,Nymburk District,Nymburk District
Ma Chia Chuang (Hopeh),,"Hebei, China",37.8956594,114.9042208,,,China,Hebei,,
Ma Kiatchoang (Chine),,China,35.86166,104.195397,,,China,,,
Machiao (Kiangsu),,"Jiangsu, China",33.1401715,119.7889248,,,China,Jiangsu,,
Madárska Seldín (Sl. sko),,,,,,,,,,
Magony (Seine-et-L),,,,,,,,,,
Malá Chýška (Čechy),,"Chyšky, Czechia",49.5234599,14.4275728,,Chyšky,Czechia,South Bohemian Region,Písek District,Písek District
Malkwitz (Schlesien),,"Małkowice, Poland",51.0769757,16.8236251,55,Małkowice,Poland,Lower Silesian Voivodeship,wrocławski,wrocławski
Maokiawotseu (Anhwei),,"Anhui, China",30.6006773,117.9249002,,,China,Anhui,,
Mariaschein,,"Bohosudov, 417 42 Krupka, Czechia",50.681863,13.8716769,417 42,Krupka,Czechia,Ústí nad Labem Region,Teplice District,Teplice District
Mark (Baden),,,,,,,,,,
Mělník (Čechy),,"23, K Přívozu 2604, 276 01 Mělník, Czechia",50.3738924,14.4613655,276 01,Mělník,Czechia,Středočeský,Mělník,Mělník
Merin (Morava),,"594 42 Měřín, Czechia",49.3932119,15.8838159,594 42,Měřín,Czechia,Vysocina Region,Žďár nad Sázavou District,Žďár nad Sázavou District
Miaoghiao (Chine),,China,35.86166,104.195397,,,China,,,
"Michailowka, RSFSR, in bello",,"Mikhaylovka, Volgograd Oblast, Russia",50.0763764,43.2362904,,Mikhaylovka,Russia,Volgograd Oblast,Mikhaylovsky District,Mikhaylovsky District
Mikulov (Čechy),,"692 01 Mikulov, Czechia",48.805283,16.6376881,692 01,Mikulov,Czechia,South Moravian Region,Břeclav District,Břeclav District
Mikulovice (Morava),,"Mlýnská 486, 790 84 Mikulovice, Czechia",50.2992651,17.3314026,790 84,Mikulovice,Czechia,Olomoucký kraj,Jeseník,Jeseník
"Miluty, Li. SSR",,,,,,,,,,
Mimoň (Čechy),,"471 24 Mimoň, Czechia",50.6556683,14.7248563,471 24,Mimoň,Czechia,Liberec Region,Česká Lípa District,Česká Lípa District
"Minsk, BSSR",,"Minsk, Belarus",53.9006011,27.558972,,Minsk,Belarus,Minsk Region,Minsk Region,Minsk Region
Minwesheim (B-Rhin),,,,,,,,,,
Mladá Boleslav (Čechy),,"Jaselská 66/66, Mladá Boleslav II, 293 01 Mladá Boleslav, Czechia",50.4198638,14.9017244,293 01,Mladá Boleslav,Czechia,Středočeský kraj,Mladá Boleslav,Mladá Boleslav
Mladkov (Čechy),,"Mladkov, Czechia",50.0968525,16.6269248,,Mladkov,Czechia,Pardubice Region,Ústí nad Orlicí District,Ústí nad Orlicí District
Modlany (Čechy),,"Modlany, Czechia",50.6505056,13.8953493,,Modlany,Czechia,Ústí nad Labem Region,Teplice District,Teplice District
Modrice (Morava),,"664 42 Modřice, Czechia",49.1278898,16.6144173,664 42,Modřice,Czechia,South Moravian Region,Brno-Country District,Brno-Country District
Môghiao (Chine),,China,35.86166,104.195397,,,China,,,
Moghiao (Kiangsu),,"Jiangsu, China",33.1401715,119.7889248,,,China,Jiangsu,,
"Moghiao (Songkang, Chine)",,"Mogao Caves, Dunhuang Shi, Jiuquan Shi, Gansu Sheng, China",40.041476,94.809133,,Jiuquan Shi,China,Gansu Sheng,,
Moghilev,,"Mogilev, Belarus",53.8980663,30.3325337,,Mogilev,Belarus,Mogilev Region,Mahilyow District,Mahilyow District
"Moghilew, BSSR",,"Mogilev, Belarus",53.8980663,30.3325337,,Mogilev,Belarus,Mogilev Region,Mahilyow District,Mahilyow District
Moinho do Alho ,,,,,,,,,,
Mokiao (Chine),,,,,,,,,,
"Mondrá (Velehrad, Morava)",,"Modrá 233, 687 06 Velehrad, Czechia",49.1032917,17.4091245,687 06,Velehrad,Czechia,Zlínský kraj,Uherské Hradiště,Uherské Hradiště
Mongre (Rhone),,,,,,,,,,
Montagne I.P.E.,,,,,,,,,,
Montalto (qualis? It.),,,,,,,,,,
Moravec,,"592 54 Moravec, Czechia",49.4401042,16.1433149,592 54,Moravec,Czechia,Vysocina Region,Žďár nad Sázavou District,Žďár nad Sázavou District
Moravec (Čechy),,"592 54 Moravec, Czechia",49.4401042,16.1433149,592 54,Moravec,Czechia,Vysocina Region,Žďár nad Sázavou District,Žďár nad Sázavou District
Moravec (Morava),,"592 54 Moravec, Czechia",49.4401042,16.1433149,592 54,Moravec,Czechia,Vysocina Region,Žďár nad Sázavou District,Žďár nad Sázavou District
Moravsk-Třebová,,"Moravská Třebová, Czechia",49.7575973,16.6635314,,Moravská Třebová,Czechia,Pardubice Region,Svitavy District,Svitavy District
Moravská Húzová (Morava),,"Moravská Huzová, 783 13 Štěpánov, Czechia",49.6944171,17.2432934,783 13,Štěpánov,Czechia,Olomoucký kraj,Olomouc,Olomouc
Moritredro,,,,,,,,,,
Morr (Rheinland),,,,,,,,,,
Moskva,,"Moscow, Russia",55.755826,37.6172999,,Moscow,Russia,,Moscow,Moscow
Mouyeudang (Kiangsu),,"Jiangsu, China",33.1401715,119.7889248,,,China,Jiangsu,,
Mscislaw,,"Mscislaŭ, Belarus",54.0206321,31.7220403,,Mscislaŭ,Belarus,Mogilev Region,Mstsislaw District,Mstsislaw District
Mścislaw,,"Mscislaŭ, Belarus",54.0206321,31.7220403,,Mscislaŭ,Belarus,Mogilev Region,Mstsislaw District,Mstsislaw District
Mścisław,,"Mscislaŭ, Belarus",54.0206321,31.7220403,,Mscislaŭ,Belarus,Mogilev Region,Mstsislaw District,Mstsislaw District
Mšcisław,,"Mscislaŭ, Belarus",54.0206321,31.7220403,,Mscislaŭ,Belarus,Mogilev Region,Mstsislaw District,Mstsislaw District
Mühl banz (Westpreussen),,,,,,,,,,
Mysletice ad Telč,,"588 56 Mysletice, Czechia",49.1425714,15.3894241,588 56,Mysletice,Czechia,Vysocina Region,Jihlava District,Jihlava District
Myslibořice (Morava),,"Unnamed Road, 675 60 Myslibořice, Czechia",49.102835,15.9827823,675 60,Myslibořice,Czechia,Kraj Vysočina,Třebíč,Třebíč
Mystic (Cechy),,,,,,,,,,
Nankin,,"Nanjing, Jiangsu, China",32.060255,118.796877,,Nanjing,China,Jiangsu,,
Nankin (Kiangsu),,"Nanjing, Jiangsu, China",32.060255,118.796877,,Nanjing,China,Jiangsu,,
Nanking,,"Nanjing, Jiangsu, China",32.060255,118.796877,,Nanjing,China,Jiangsu,,
Nankoung (Sienhsien),,"Nanjing, Jiangsu, China",32.060255,118.796877,,Nanjing,China,Jiangsu,,
"Nanskaïe, RSFSR",,,,,,,,,,
natione Maronita (Syrie),,,,,,,,,,
Nderfandina Oroshi (Albania),,"Grykë-Orosh, Albania",41.8561861,20.084422,,Grykë-Orosh,Albania,Lezhë County,Mirditë District,Mirditë District
Nedachlebice (Morava),,"687 12 Nedachlebice, Czechia",49.0992848,17.5891247,687 12,Nedachlebice,Czechia,Zlin Region,Uherske Hradiste,Uherske Hradiste
Néghiao (Kiangsu),,"Jiangsu, China",33.1401715,119.7889248,,,China,Jiangsu,,
Neissbach (Schlesien),,"Potoczek, Poland",50.142915,16.7563194,57,Potoczek,Poland,Lower Silesian Voivodeship,Kłodzko County,Kłodzko County
Nejdek (Čechy),,"Nejdek, Czechia",50.3224288,12.7293738,,Nejdek,Czechia,Karlovy Vary Region,Karlovy Vary District,Karlovy Vary District
Neratov (Čechy),,"517 61 Neratov v Orlických horách, Czechia",50.213611,16.549444,517 61,Neratov v Orlických horách,Czechia,Hradec Králové Region,Rychnov nad Kněžnou District,Rychnov nad Kněžnou District
Netolitz (Čechy),,"384 11 Netolice, Czechia",49.0493057,14.196998,384 11,Netolice,Czechia,South Bohemian Region,Prachatice District,Prachatice District
Neu-Gramatin (Čechy),,"Nový Kramolín, Czechia",49.4772825,12.8049868,,Nový Kramolín,Czechia,Plzeň Region,Domažlice District,Domažlice District
Neudorf (Schlesien),,"Polska Nowa Wieś, Poland",50.6411215,17.7948189,,Polska Nowa Wieś,Poland,Opole Voivodeship,Opolski,Opolski
Neurode (Schlenen),,"Nowa Ruda, Poland",50.5797139,16.5037092,57,Nowa Ruda,Poland,Lower Silesian Voivodeship,Kłodzko County,Kłodzko County
Neustadt (Schlesien),,"Prudnik, Poland",50.3206779,17.5742265,48,Prudnik,Poland,Opole Voivodeship,Prudnik County,Prudnik County
"Neustadt, Ople",,,,,,,,,,
Neustupov (Cechy),,"Neustupov, Czechia",49.6150055,14.6986042,,Neustupov,Czechia,Central Bohemian Region,Benešov District,Benešov District
Neuwallisdorf (Čechy),,Czechia,49.817492,15.472962,,,Czechia,,,
Neveklov (Čechy),,"Neveklov, Czechia",49.7537352,14.532911,,Neveklov,Czechia,Central Bohemian Region,Benešov District,Benešov District
Nevel (Vitebsk),,"Nevel, Pskov Oblast, Russia, 182500",56.0173981,29.917743,182500,Nevel,Russia,Pskov Oblast,Nevelsky District,Nevelsky District
Nevèl (Vitebsk),,"Viciebsk, Belarus",55.1926809,30.206359,,Viciebsk,Belarus,Vitebsk Region,Vitsebsk District,Vitsebsk District
Nézié (Chine),,China,35.86166,104.195397,,,China,,,
Nganking (Anhwei),,"Anhui, China",30.6006773,117.9249002,,,China,Anhui,,
Niederlangenau (Cechy),,"543 41 Dolní Lánov, Czechia",50.5869953,15.6643262,543 41,Dolní Lánov,Czechia,Hradec Králové Region,Trutnov District,Trutnov District
Niměřice (Mladá Boleslav),,"Niměřice, Czechia",50.3957798,14.8084474,,Niměřice,Czechia,Central Bohemian Region,Mladá Boleslav District,Mladá Boleslav District
Ninkoufou (Anwhei),,"Anhui, China",30.6006773,117.9249002,,,China,Anhui,,
Niracicea (Brasil),,,,,,,,,,
Nitritz-Dorf (Schlesien),,"Niedoradz, Poland",51.8705844,15.6679435,66,Niedoradz,Poland,Lubusz Voivodeship,Nowa Sól County,Nowa Sól County
Norog (Schlesien),,,,,,,,,,
"North River, I.P.E.",,,,,,,,,,
Nova Ves (Čechy),,"463 31 Nová Ves, Czechia",50.831507,15.0010747,463 31,Nová Ves,Czechia,Liberec Region,Liberec District,Liberec District
Novä Ves pr Chotěboř (Čechy),,"Nová Ves u Chotěboře, Czechia",49.7561049,15.6479915,,Nová Ves u Chotěboře,Czechia,Vysocina Region,Havlíčkův Brod District,Havlíčkův Brod District
Nové Město (Morava),,"592 31 Nové Město na Moravě, Czechia",49.5614432,16.0741877,592 31,Nové Město na Moravě,Czechia,Vysocina Region,Žďár nad Sázavou District,Žďár nad Sázavou District
Nove Mitrovice u Plzne (Čechy),,"335 63 Nové Mitrovice, Czechia",49.5795852,13.683635,335 63,Nové Mitrovice,Czechia,Plzeň Region,Plzeň-South District,Plzeň-South District
Nové Sady (Morava),,"Nové Sady, 779 00 Olomouc, Czechia",49.5774612,17.2578142,779 00,Olomouc,Czechia,Olomouc Region,Olomouc District,Olomouc District
"Nowonikolajewsk, Siberia",,"Novosibirsk, Novosibirsk Oblast, Russia",54.9832693,82.8963831,,Novosibirsk,Russia,Novosibirsk Oblast,Gorod Novosibirsk,Gorod Novosibirsk
Nozellos (Traz-os-Montes),,,,,,,,,,
Ober Zeugheim (B-Rhin),,,,,,,,,,
Ober Zeugheim (Nassau),,,,,,,,,,
Ober-Hannsdorf (Schlesien),,"57-312 Jaszkowa Górna, Poland",50.4035556,16.7495148,57-312,Jaszkowa Górna,Poland,Lower Silesian Voivodeship,Kłodzko County,Kłodzko County
Ober-Mois (Schlesien),,"55-340 Ujazd Górny, Poland",51.0842412,16.5024725,55-340,Ujazd Górny,Poland,Lower Silesian Voivodeship,Środa Śląska County,Środa Śląska County
Oblikë (Albanie),,"Oblikë, Albania",42.0163089,19.4452464,,Oblikë,Albania,Shkodër County,Shkodër,Shkodër
occ Shuyang (Chine),,"Shuyang County, Suqian, Jiangsu, China",34.111022,118.804784,,Suqian,China,Jiangsu,,
Ochterzeele (Nord),,,,,,,,,,
Oehandiano (Vizcaya),,,,,,,,,,
"Okowsy, RSFSR",,,,,,,,,,
Olomouc (Morava),,"Olomouc, Czechia",49.593778,17.2508787,,Olomouc,Czechia,Olomouc Region,Olomouc District,Olomouc District
Olsena (Čechy),,,,,,,,,,
Ona,,,,,,,,,,
Opava,,"Opava, Czechia",49.9406598,17.8947989,,Opava,Czechia,Moravian-Silesian Region,Opava District,Opava District
Opava (Čechy),,"Opava, Czechia",49.9406598,17.8947989,,Opava,Czechia,Moravian-Silesian Region,Opava District,Opava District
Opava (Morava),,"Opava, Czechia",49.9406598,17.8947989,,Opava,Czechia,Moravian-Silesian Region,Opava District,Opava District
Opezuma (Mexico),,,,,,,,,,
Oplocany (Morava),,"751 01 Oplocany, Czechia",49.4095629,17.2602109,751 01,Oplocany,Czechia,Olomouc Region,Přerov District,Přerov District
Opperdorf (Schlesien),,"Wierzbięcice, 61-001 Poznań, Poland",52.3961918,16.921311,61-001,Poznań,Poland,Wielkopolskie,Poznań,Poznań
Ordins (statio par. S.Martinho dos Lagares (Douro),,,,,,,,,,
Ordrupshój (Danmark),,,,,,,,,,
Orius (Barcelona),,,,,,,,,,
Orlau (Čechy),,"Orlová, Czechia",49.8701377,18.4250078,,Orlová,Czechia,Moravian-Silesian Region,Karviná District,Karviná District
Oroshi,,"Grykë-Orosh, Albania",41.8561861,20.084422,,Grykë-Orosh,Albania,Lezhë County,Mirditë District,Mirditë District
"Oroshi (Midizia, Albania)",,"Grykë-Orosh, Albania",41.8561861,20.084422,,Grykë-Orosh,Albania,Lezhë County,Mirditë District,Mirditë District
Orsza,,"Orsha, Belarus",54.51256,30.4251007,,Orsha,Belarus,Vitebsk Region,Orsha District,Orsha District
Oschin (Schlesien),,"Osiny, Poland",51.4641912,22.0711607,24,Osiny,Poland,Lublin Voivodeship,Puławy County,Puławy County
Osek,,"Osek, Czechia",50.6225367,13.691388,,Osek,Czechia,Ústí nad Labem Region,Teplice District,Teplice District
Osek (Morava),,"Osek, Czechia",50.6225367,13.691388,,Osek,Czechia,Ústí nad Labem Region,Teplice District,Teplice District
Osičany (Morava),,"Osíčany, 798 29 Koválovice-Osíčany, Czechia",49.2775981,17.1743596,798 29,Koválovice-Osíčany,Czechia,Olomoucký kraj,Prostějov,Prostějov
Osipony,,,,,,,,,,
Ostrowno (Moghilev),,"Ostrovno, Belarus",55.1394336,29.8445229,,Ostrovno,Belarus,Vitebsk Region,Beshankovichy District,Beshankovichy District
Ostrowno (Mścislaw),,"Mscislaŭ, Belarus",54.0206321,31.7220403,,Mscislaŭ,Belarus,Mogilev Region,Mstsislaw District,Mstsislaw District
Ou K'iao (Hopeh),,"Hebei, China",37.8956594,114.9042208,,,China,Hebei,,
Oui (Hopeh),,"Hebei, China",37.8956594,114.9042208,,,China,Hebei,,
Oukiao (Hopeh),,"Hebei, China",37.8956594,114.9042208,,,China,Hebei,,
Outs'uenn (Chine),,China,35.86166,104.195397,,,China,,,
Overmire (Fl Or),,,,,,,,,,
Pachstein (B-Rhin),,,,,,,,,,
Pačiz (Bačka),,,,,,,,,,
Pačlavice (Morava),,"Pačlavice, Czechia",49.25967,17.1689116,,Pačlavice,Czechia,Zlin Region,Kroměříž District,Kroměříž District
Padl (Čechy),,Czechia,49.817492,15.472962,,,Czechia,,,
"Padryzuvis, Li. SSR.",,,,,,,,,,
"Pagostje, RSFSR",,,,,,,,,,
Pagryžuvis (Li SSR),,"Pagryžuvys, Lithuania",55.6079689,23.1279919,,Pagryžuvys,Lithuania,Šiauliai County,Kelmė District Municipality,Kelmė District Municipality
Pahlet ad Görkau (Cechy),,"431 11 Jirkov, Czechia",50.5005272,13.4487847,431 11,Jirkov,Czechia,Ústí nad Labem Region,Chomutov District,Chomutov District
Paluliškiai (LiSSR),,,,,,,,,,
Parschnitz (Čechy),,"Poříčí, 541 03 Trutnov, Czechia",50.5740403,15.9491491,541 03,Trutnov,Czechia,Královéhradecký kraj,Trutnov,Trutnov
Paseka ohr Unicov (Morava),,"Paseka, Czechia",49.7964418,17.2227631,,Paseka,Czechia,Olomouc Region,Olomouc District,Olomouc District
Patrín ad Nymburk (Čechy),,"Patřín, 289 37 Loučeň, Czechia",50.2728208,15.0145717,289 37,Loučeň,Czechia,Středočeský kraj,Nymburk,Nymburk
Pazengkiao (Kiangsu),,"Jiangsu, China",33.1401715,119.7889248,,,China,Jiangsu,,
Pechaza de la Sierra,,,,,,,,,,
Pečky (Čechy),,"289 11 Pečky, Czechia",50.0904268,15.0301748,289 11,Pečky,Czechia,Central Bohemian Region,Kolín District,Kolín District
Pedra (Barro),,,,,,,,,,
Péhaiso (Chine),,China,35.86166,104.195397,,,China,,,
Pei Tsanku (Hopeh),,"Hebei, China",37.8956594,114.9042208,,,China,Hebei,,
Peiniaki (Polska),,,,,,,,,,
Peiskretscham (Schlesien),,"Pyskowice, Poland",50.3955793,18.6346378,44,Pyskowice,Poland,Silesian Voivodeship,gliwicki,gliwicki
Peking,,"Beijing, China",39.9041999,116.4073963,,Beijing,China,Beijing,,
Pengpu (Anhwei),,"Bengbu, Anhui, China",32.916287,117.389719,,Bengbu,China,Anhui,,
Pengpu (Anwhei),,"Bengbu, Anhui, China",32.916287,117.389719,,Bengbu,China,Anhui,,
Perogov (Mścisław),,"Mscislaŭ, Belarus",54.0206321,31.7220403,,Mscislaŭ,Belarus,Mogilev Region,Mstsislaw District,Mstsislaw District
Petanjei (Jugoslavia),,,,,,,,,,
Petrovice (Čechy),,"793 84 Petrovice, Czechia",50.2389238,17.4483877,793 84,Petrovice,Czechia,Moravian-Silesian Region,Bruntál District,Bruntál District
Philliadittarmam (India),,,,,,,,,,
Phils,,,,,,,,,,
Piglevica Sv.Ivan (Jug.),,,,,,,,,,
"Pine Bluff, Kans.",,,,,,,,,,
"Pinsk (Polesie, BSSR)",,"Pinsk, Belarus",52.1181686,26.1016778,,Pinsk,Belarus,Brest Region,Pinsk District,Pinsk District
"Pinsk, BSRR",,"Pinsk, Belarus",52.1181686,26.1016778,,Pinsk,Belarus,Brest Region,Pinsk District,Pinsk District
Piseč (Jugoslavija),,,,,,,,,,
Písek (Čechy),,"1, Velké nám. 113, 397 01 Písek, Czechia",49.3083224,14.1465226,397 01,Písek,Czechia,Jihočeský kraj,Písek,Písek
Pizeň (Čechy),,"Pilsen, Czechia",49.7384314,13.3736371,,Pilsen,Czechia,Plzeň Region,Plzeň-City District,Plzeň-City District
Plaswitz (Čechy),,Czechia,49.817492,15.472962,,,Czechia,,,
"Plungè, Li SSR",,"Plungė, Lithuania",55.910784,21.8454069,,Plungė,Lithuania,Telšiai County,Plungė District Municipality,Plungė District Municipality
Po∤ock,,,,,,,,,,
Podklášterí (Morava),,"Podklásteří, 674 01 Třebíč, Czechia",49.217548,15.8744845,674 01,Třebíč,Czechia,Vysocina Region,Třebíč District,Třebíč District
Podolíneo (Slovensko),,,,,,,,,,
"Podorosk (Grodno, BSSR)",,"Podorosk, Belarus",52.9811807,24.6198374,,Podorosk,Belarus,Hrodna Region,Vaukavysk District,Vaukavysk District
Polanne (Jugoslavija),,,,,,,,,,
Połock,,"Polatsk, Belarus",55.4845795,28.7781626,,Polatsk,Belarus,Vitebsk Region,Polatsk District,Polatsk District
Polžice (Čechy),,"Dolní Polžice, 349 53 Bezdružice, Czechia",49.8957181,12.9577676,349 53,Bezdružice,Czechia,Plzeňský kraj,Tachov,Tachov
Pomerí-Svitavy (Čhechy),,"568 02 Svitavy, Czechia",49.7551629,16.4691861,568 02,Svitavy,Czechia,Pardubice Region,Svitavy District,Svitavy District
"Popłowczyzna, Li. SSR",,,,,,,,,,
Potůčky (Čechy),,"362 35 Potůčky, Czechia",50.4281733,12.7364974,362 35,Potůčky,Czechia,Karlovy Vary Region,Karlovy Vary District,Karlovy Vary District
Poust (Čechy),,"Poust, 358 01 Jindřichovice, Czechia",50.304741,12.682444,358 01,Jindřichovice,Czechia,Karlovarský kraj,Sokolov,Sokolov
Poutong (Kiangsu),,"Jiangsu, China",33.1401715,119.7889248,,,China,Jiangsu,,
"Powieniec, LiSSR",,"Povenets, Republic of Karelia, Russia, 186326",62.847787,34.8257603,186326,Povenets,Russia,Republic of Karelia,Medvezhyegorsky District,Medvezhyegorsky District
pr Damas,,,,,,,,,,
"pr Kamenda, RSFSR",,,,,,,,,,
pr Massa,,,,,,,,,,
"pr Narwa, RSFSR",,"Narva, Estonia",59.3796931,28.1790751,,Narva,Estonia,Ida-Viru County,,
pr Potscheb RSFSR,,,,,,,,,,
"pr Schawzowo, RSFSR",,,,,,,,,,
"pr Smolensk, RSFSR",,"Smolensk, Smolensk Oblast, Russia",54.7903112,32.0503663,,Smolensk,Russia,Smolensk Oblast,Gorod Smolensk,Gorod Smolensk
"pr Stalingrad, RSFSR.",,"Volgograd, Volgograd Oblast, Russia",48.708048,44.5133035,,Volgograd,Russia,Volgograd Oblast,Gorod Volgograd,Gorod Volgograd
pr Zieka (Kiangsu),,"Jiangsu, China",33.1401715,119.7889248,,,China,Jiangsu,,
Praha,,"Prague, Czechia",50.0755381,14.4378005,,Prague,Czechia,Prague,Hlavní město Praha,Hlavní město Praha
"Prakšice pr Uh. Brod, (Morava)",,"687 56 Prakšice, Czechia",49.0689028,17.6330445,687 56,Prakšice,Czechia,Zlin Region,Uherske Hradiste,Uherske Hradiste
Predin (Morava),,"675 27 Předín, Czechia",49.1982877,15.6737267,675 27,Předín,Czechia,Vysocina Region,Třebíč District,Třebíč District
Přerov (Morava),,"Prerov, Czechia",49.4564788,17.45023,,Prerov,Czechia,Olomouc Region,Přerov District,Přerov District
Příbram (Čechy),,"26101 VI-, K Podlesí 540, Březové Hory, 261 01 Příbram, Czechia",49.6908736,13.9918455,261 01,Příbram,Czechia,Středočeský kraj,Příbram,Příbram
Pulgram (Morava),,"Bulhary, Czechia",48.8314654,16.7487431,,Bulhary,Czechia,South Moravian Region,Břeclav District,Břeclav District
Puppenberg (Slovenija),,,,,,,,,,
Pustomer (Morava),,"683 21 Pustiměř, Czechia",49.3225143,17.0279296,683 21,Pustiměř,Czechia,South Moravian Region,Vyškov District,Vyškov District
Pusza (Livonia),,,,,,,,,,
Puyang (Hopeh),,"Puyang, Henan, China",35.761829,115.029215,,Puyang,China,Henan,,
Račisdorf (Sl.sko),,,,,,,,,,
Radoškov (Morava),,"Radoškov, 664 83 Přibyslavice, Czechia",49.2825454,16.3048982,664 83,Přibyslavice,Czechia,Jihomoravský kraj,Brno-venkov,Brno-venkov
Radovesice (Čechy),,"410 02 Radovesice, Czechia",50.4109696,14.0682894,410 02,Radovesice,Czechia,Ústí nad Labem Region,Litoměřice District,Litoměřice District
Radunau (Cechy),,,,,,,,,,
"Rajnochovice (Vsetín, Morava)",,"768 71 Rajnochovice, Czechia",49.4129882,17.8131677,768 71,Rajnochovice,Czechia,Zlin Region,Kroměříž District,Kroměříž District
